na nb nc nd la lb lc ld ja jb jc jd ma mb mc md   coul_dir         coul_ex          br_dir           br_ex            total
 8  8  7  8  1  1  1  1  1  1  3  1  1 -1  1 -1   0.00000000E+00   0.00000000E+00  -0.71059875E-08   0.71059875E-08   0.00000000E+00
 8  8  7  8  1  1  1  1  1  1  1  3  1 -1  1 -1   0.00000000E+00   0.00000000E+00   0.17936565E-08  -0.17936565E-08   0.00000000E+00
 8  8  7  8  1  1  1  1  1  1  1  3  1 -1 -1  1   0.00000000E+00   0.00000000E+00  -0.17936565E-08   0.17936565E-08   0.00000000E+00
 8  8  7  8  1  1  1  1  1  1  3  3  1 -1  1 -1  -0.12785700E-02  -0.19178551E-02   0.30333641E-07   0.44622310E-07  -0.31963501E-02
 8  8  7  8  1  1  1  1  1  1  3  3  1 -1 -1  1   0.19178551E-02   0.12785700E-02  -0.44622310E-07  -0.30333641E-07   0.31963501E-02
 8  8  7  8  1  1  1  1  1  1  3  3  1 -1 -3  3  -0.25571401E-02  -0.63928502E-03   0.58910978E-07   0.16044973E-07  -0.31963501E-02
 8  8  8  8  1  1  0  0  1  1  1  1  1 -1  1 -1  -0.11141191E-01  -0.22282382E-01  -0.22803765E-06  -0.45607530E-06  -0.33424256E-01
 8  8  8  8  1  1  1  1  1  1  1  1  1 -1  1 -1   0.14351695E+00   0.00000000E+00   0.88946085E-07   0.17789217E-06   0.14351722E+00
 8  8  7  7  1  1  1  1  1  3  1  3 -1  3 -1  3  -0.31629061E-02  -0.34073258E-03   0.65997775E-08  -0.84643768E-08  -0.35036405E-02
 8  8  7  7  1  1  1  1  1  3  1  3  1  1 -1  3   0.00000000E+00   0.14754153E-03  -0.76207666E-08   0.12249500E-08   0.14753514E-03
 8  8  7  7  1  1  1  1  1  3  1  3  1  3  1  3  -0.31629061E-02  -0.85183145E-04  -0.65997775E-08  -0.63427011E-08  -0.32481022E-02
 8  8  7  7  1  1  1  1  1  3  3  3 -1  3  3 -1   0.19633501E-03  -0.98167503E-04   0.16655461E-07   0.64076320E-08   0.98190566E-04
 8  8  7  7  1  1  1  1  1  3  3  3  1  1  3 -1   0.00000000E+00   0.17003110E-03   0.17014931E-07   0.22931518E-07   0.17007105E-03
 8  8  7  7  1  1  1  1  1  3  3  3  1  3  3  1   0.98167503E-04   0.98167503E-04   0.23063093E-07   0.23063093E-07   0.19638113E-03
 8  8  7  8  1  1  1  1  3  1  3  1  3 -1  3 -1  -0.66254806E-02  -0.25571401E-02  -0.48494150E-07  -0.58910978E-07  -0.91827281E-02
 8  8  7  8  1  1  1  1  1  3  3  1 -1  3  1  1  -0.11072741E-02   0.00000000E+00  -0.24748699E-07  -0.55996221E-07  -0.11073549E-02
 8  8  7  8  1  1  1  1  1  3  3  1  1  1  3 -1  -0.11072741E-02   0.00000000E+00  -0.24748699E-07  -0.55996221E-07  -0.11073549E-02
 8  7  7  7  1  1  1  1  3  1  3  1  1  1  1  1  -0.26558048E-01   0.15929964E-02   0.19501277E-07  -0.28381488E-07  -0.24965060E-01
 8  8  7  8  1  1  1  1  3  1  3  1  1  1  1  1  -0.66254806E-02  -0.12785700E-02   0.16164717E-07  -0.30333641E-07  -0.79040648E-02
 7  8  7  7  1  1  1  1  1  3  1  3 -1  3  1  1   0.00000000E+00  -0.13795753E-02   0.67554405E-07   0.22747497E-08  -0.13795055E-02
 8  8  7  8  1  1  1  1  3  1  3  1  3  1  3  1  -0.66254806E-02  -0.63928502E-03   0.48494150E-07  -0.16044973E-07  -0.72647332E-02
 8  8  7  8  1  1  1  1  1  3  1  3 -1  3 -1  3   0.67889193E-03  -0.10698034E-03  -0.17075954E-08   0.15600473E-08   0.57191145E-03
 8  8  7  8  1  1  1  1  1  3  1  3  1  1 -1  3   0.00000000E+00   0.46323846E-04   0.19717613E-08  -0.86610658E-09   0.46324951E-04
 8  8  7  8  1  1  1  1  1  3  1  3  1  3  1  3   0.67889193E-03  -0.26745085E-04   0.17075954E-08   0.59906676E-10   0.65214862E-03
 8  8  7  8  1  1  1  1  1  3  3  3 -1  3  3 -1   0.24153561E-02  -0.27875475E-03   0.00000000E+00   0.48411432E-08   0.21366062E-02
 8  8  7  8  1  1  1  1  1  3  3  3 -1  3  1  1  -0.20917597E-02   0.48281738E-03   0.23092966E-08  -0.52556854E-08  -0.16089453E-02
 8  8  7  8  1  1  1  1  1  3  3  3 -1  3 -1  3   0.12076781E-02  -0.55750949E-03  -0.39998191E-08   0.42619709E-08   0.65016882E-03
 8  8  7  8  1  1  1  1  1  3  3  3  1  1  3 -1   0.00000000E+00   0.48281738E-03   0.46185933E-08  -0.21262648E-08   0.48281988E-03
 8  7  7  7  1  1  1  1  1  1  3  1  1  1  1  1   0.00000000E+00   0.00000000E+00  -0.25539221E-08   0.48815215E-07   0.46261293E-07
 8  8  7  8  1  1  1  1  1  3  3  3  1  1  1  1   0.12076781E-02  -0.27875475E-03  -0.13332730E-08   0.30343714E-08   0.92892500E-03
 8  8  7  8  1  1  1  1  1  3  3  3  1  1 -1  3  -0.20917597E-02   0.00000000E+00  -0.23092966E-08  -0.31294206E-08  -0.20917652E-02
 8  8  7  8  1  1  1  1  1  3  3  3  1  3  3  1   0.12076781E-02   0.27875475E-03   0.39998191E-08   0.57917227E-09   0.14864374E-02
 8  8  7  8  1  1  1  1  1  3  3  3  1  3  1  3  -0.12076781E-02  -0.27875475E-03  -0.39998191E-08  -0.57917227E-09  -0.14864374E-02
 7  8  7  7  1  1  1  1  1  1  3  3  1 -1  3 -3  -0.59772065E-03  -0.23908826E-02   0.46397404E-07   0.71678010E-07  -0.29884852E-02
 7  8  7  7  1  1  1  1  1  1  3  3 -1  1  3 -3   0.23908826E-02   0.59772065E-03  -0.71678010E-07  -0.46397404E-07   0.29884852E-02
 8  8  8  8  1  1  1  1  1  3  1  3 -1  3 -1  3   0.10181054E+00  -0.32346467E-02   0.16979802E-07   0.21686957E-07   0.98575932E-01
 8  8  8  8  1  1  1  1  1  3  1  3 -1  3  1  1   0.00000000E+00   0.14006431E-02  -0.19606586E-07  -0.69236640E-08   0.14006166E-02
 8  8  8  8  1  1  1  1  1  3  1  3  1  1 -1  3   0.00000000E+00   0.14006431E-02  -0.19606586E-07  -0.69236640E-08   0.14006166E-02
 8  8  8  8  1  1  1  1  1  3  1  3  1  1  1  1   0.10181054E+00  -0.16173234E-02  -0.56599340E-08   0.13692198E-07   0.10019322E+00
 8  8  8  8  1  1  1  1  1  3  1  3  1  3  1  3   0.10181054E+00  -0.80866169E-03  -0.16979802E-07   0.96948192E-08   0.10100187E+00
 8  8  7  7  1  1  1  1  1  3  1  1  1 -1  1 -1   0.00000000E+00   0.00000000E+00   0.10364436E-07  -0.10364436E-07   0.00000000E+00
 8  8  7  7  1  1  1  1  1  3  1  1 -1  1  1 -1   0.00000000E+00   0.00000000E+00  -0.10364436E-07   0.10364436E-07   0.00000000E+00
 8  8  7  7  1  1  1  1  1  3  1  3  1 -1  1 -1  -0.31629061E-02  -0.25554943E-03   0.21999258E-08  -0.77571515E-08  -0.34184611E-02
 8  8  7  7  1  1  1  1  1  3  1  3  1 -1 -1  1   0.00000000E+00   0.17036629E-03  -0.87997033E-08   0.14144505E-08   0.17035890E-03
 8  8  7  7  1  1  1  1  1  3  1  3 -1  1  1 -1   0.00000000E+00   0.17036629E-03  -0.87997033E-08   0.14144505E-08   0.17035890E-03
 8  8  7  7  1  1  1  1  1  3  1  3 -1  1 -1  1  -0.31629061E-02  -0.25554943E-03   0.21999258E-08  -0.77571515E-08  -0.34184611E-02
 8  8  7  7  1  1  1  1  1  3  3  3  1 -1  1 -1   0.98167503E-04   0.00000000E+00   0.13239518E-07   0.98235749E-08   0.98190566E-04
 8  8  7  7  1  1  1  1  1  3  3  3 -1  1  1 -1   0.00000000E+00   0.98167503E-04   0.98235749E-08   0.13239518E-07   0.98190566E-04
 8  8  7  8  1  1  1  1  1  3  1  1  1 -1  1 -1   0.00000000E+00   0.00000000E+00   0.17936565E-08   0.83234433E-08   0.10117100E-07
 7  8  7  7  1  1  1  1  3  3  1  3  3 -1  1  1   0.00000000E+00   0.19923924E-02   0.43134088E-07   0.18463901E-07   0.19924540E-02
 8  8  7  8  1  1  1  1  3  1  1  1 -1  1 -1  1   0.00000000E+00   0.00000000E+00  -0.83234433E-08  -0.17936565E-08  -0.10117100E-07
 8  7  7  7  1  1  1  1  3  3  1  3  1  1  1  1   0.11503083E-02  -0.10041996E-02  -0.10660138E-07   0.16025674E-07   0.14611408E-03
 8  8  7  8  1  1  1  1  3  1  1  1  1  1  1  1   0.00000000E+00   0.00000000E+00  -0.83234433E-08  -0.17936565E-08  -0.10117100E-07
 7  8  7  7  1  1  1  1  3  3  1  3 -1  3  1  1  -0.17393246E-02   0.00000000E+00  -0.15376807E-07  -0.36927801E-07  -0.17393770E-02
 8  8  7  8  1  1  1  1  3  1  1  1  1 -1  1 -1   0.00000000E+00   0.00000000E+00   0.83234433E-08   0.17936565E-08   0.10117100E-07
 8  8  7  8  1  1  1  1  1  3  1  1 -1  1 -1  1   0.00000000E+00   0.00000000E+00  -0.17936565E-08  -0.83234433E-08  -0.10117100E-07
 8  8  7  8  1  1  1  1  1  3  1  1 -1  3  1  1   0.00000000E+00   0.00000000E+00  -0.31067041E-08  -0.14416627E-07  -0.17523331E-07
 8  8  7  8  1  1  1  1  3  1  3  1 -1  1 -1  1  -0.66254806E-02  -0.19178551E-02  -0.16164717E-07  -0.44622310E-07  -0.85433964E-02
 8  8  7  8  1  1  1  1  1  3  3  1  1 -1  1 -1  -0.12785700E-02   0.00000000E+00  -0.28577337E-07  -0.64658867E-07  -0.12786633E-02
 8  8  7  8  1  1  1  1  1  3  3  1 -1  1 -1  1  -0.12785700E-02   0.00000000E+00  -0.28577337E-07  -0.64658867E-07  -0.12786633E-02
 8  8  7  8  1  1  1  1  3  1  3  1  1 -1  1 -1  -0.66254806E-02  -0.19178551E-02  -0.16164717E-07  -0.44622310E-07  -0.85433964E-02
 8  8  7  8  1  1  1  1  1  3  1  3  1 -1  1 -1   0.67889193E-03  -0.80235255E-04  -0.56919847E-09   0.10600004E-08   0.59865717E-03
 8  8  7  8  1  1  1  1  1  3  1  3  1 -1 -1  1   0.00000000E+00   0.53490170E-04   0.22767939E-08  -0.10000937E-08   0.53491446E-04
 8  7  7  7  1  1  1  1  1  3  1  3  1  1  1  1   0.17599915E-01   0.11954413E-02  -0.94205621E-08   0.54824273E-07   0.18795402E-01
 8  8  7  8  1  1  1  1  1  3  1  3  1  1  1  1   0.67889193E-03  -0.53490170E-04   0.56919847E-09   0.55995354E-09   0.62540289E-03
 8  8  7  8  1  1  1  1  1  3  1  3 -1  1  1 -1   0.00000000E+00   0.53490170E-04   0.22767939E-08  -0.10000937E-08   0.53491446E-04
 8  8  7  8  1  1  1  1  1  3  1  3 -1  1 -1  1   0.67889193E-03  -0.80235255E-04  -0.56919847E-09   0.10600004E-08   0.59865717E-03
 8  8  7  8  1  1  1  1  1  3  1  3 -1  3  1  1   0.00000000E+00   0.46323846E-04   0.19717613E-08  -0.86610658E-09   0.46324951E-04
 8  8  7  8  1  1  1  1  1  3  3  3  1 -1  1 -1   0.12076781E-02   0.00000000E+00   0.13332730E-08   0.18067718E-08   0.12076812E-02
 8  8  7  8  1  1  1  1  1  3  3  3  1 -1 -1  1   0.00000000E+00  -0.27875475E-03  -0.26665461E-08   0.12275995E-08  -0.27875619E-03
 8  8  7  8  1  1  1  1  1  3  3  3  1 -1 -3  3  -0.24153561E-02   0.27875475E-03   0.00000000E+00  -0.48411432E-08  -0.21366062E-02
 7  8  7  7  1  1  1  1  3  1  3  3 -1  1  3 -3  -0.37580798E-02   0.18790399E-02   0.00000000E+00   0.55330110E-07  -0.18789846E-02
 8  8  7  8  1  1  1  1  1  3  3  3 -1  1  1 -1   0.00000000E+00   0.27875475E-03   0.26665461E-08  -0.12275995E-08   0.27875619E-03
 8  8  7  8  1  1  1  1  1  3  3  3 -1  1 -1  1  -0.12076781E-02   0.00000000E+00  -0.13332730E-08  -0.18067718E-08  -0.12076812E-02
 8  8  7  8  1  1  1  1  1  3  3  3 -1  1 -3  3   0.12076781E-02  -0.55750949E-03  -0.39998191E-08   0.42619709E-08   0.65016882E-03
 7  8  7  7  1  1  1  1  3  1  3  3  1 -1  3 -3   0.18790399E-02  -0.37580798E-02   0.55330110E-07   0.00000000E+00  -0.18789846E-02
 8  8  8  8  1  1  0  0  1  3  1  1  1 -1  1 -1   0.38105631E-02  -0.38105631E-02   0.12751923E-06  -0.12751923E-06  -0.15511291E-19
 8  8  8  8  1  1  0  0  1  3  1  1 -1  1  1 -1  -0.38105631E-02   0.38105631E-02  -0.12751923E-06   0.12751923E-06   0.15511291E-19
 8  8  8  8  1  1  1  1  3  1  1  1 -1  1 -1  1   0.00000000E+00   0.00000000E+00   0.68607733E-08  -0.68607733E-08   0.00000000E+00
 8  8  8  8  1  1  1  1  3  1  1  1  1 -1  1 -1   0.00000000E+00   0.00000000E+00  -0.68607733E-08   0.68607733E-08   0.00000000E+00
 7  8  7  8  1  1  1  1  3  1  1  1  1  1  1  1   0.00000000E+00   0.00000000E+00   0.43915079E-07   0.13109513E-07   0.57024592E-07
 7  8  7  8  1  1  1  1  3  3  1  3  1  1  1  1  -0.82012509E-03   0.21093344E-03   0.61155025E-08  -0.21446793E-08  -0.60918768E-03
 8  8  8  8  1  1  1  1  1  3  1  3  1 -1  1 -1   0.10181054E+00  -0.24259851E-02   0.56599340E-08   0.17689578E-07   0.99384578E-01
 8  8  8  8  1  1  1  1  1  3  1  3  1 -1 -1  1   0.00000000E+00   0.16173234E-02  -0.22639736E-07  -0.79947586E-08   0.16172927E-02
 8  8  8  8  1  1  1  1  1  3  1  3 -1  1  1 -1   0.00000000E+00   0.16173234E-02  -0.22639736E-07  -0.79947586E-08   0.16172927E-02
 8  8  8  8  1  1  1  1  1  3  1  3 -1  1 -1  1   0.10181054E+00  -0.24259851E-02   0.56599340E-08   0.17689578E-07   0.99384578E-01
 8  8  7  7  1  1  1  1  3  3  1  3  3 -1 -1  3  -0.42186688E-03   0.21093344E-03   0.28609562E-09  -0.70062290E-08  -0.21094016E-03
 8  8  7  7  1  1  1  1  3  3  1  3  3  1  1  3  -0.21093344E-03  -0.21093344E-03  -0.67201334E-08  -0.67201334E-08  -0.42188032E-03
 8  8  7  7  1  1  1  1  3  3  3  3  3 -1  3 -1   0.31191037E-02  -0.42282482E-03   0.70853353E-08   0.62834726E-08   0.26962923E-02
 8  8  7  7  1  1  1  1  3  3  3  3  3  1  3  1   0.31191037E-02  -0.42282482E-03  -0.10476699E-07   0.23845507E-07   0.26962923E-02
 8  8  7  8  1  1  1  1  3  3  3  1  3 -1  3 -1   0.27875475E-03  -0.55750949E-03  -0.57917227E-09  -0.42619709E-08  -0.27875959E-03
 8  8  7  8  1  1  1  1  3  3  3  1  3 -1  1  1  -0.48281738E-03   0.00000000E+00  -0.52556854E-08  -0.31294206E-08  -0.48282577E-03
 8  8  7  8  1  1  1  1  3  3  3  1  3  1  3  1  -0.27875475E-03  -0.27875475E-03  -0.48411432E-08  -0.48411432E-08  -0.55751917E-03
 8  8  7  8  1  1  1  1  3  3  1  3 -1  3 -1  3   0.95154377E-04  -0.19030875E-03  -0.30177234E-08   0.00000000E+00  -0.95157395E-04
 8  8  7  8  1  1  1  1  3  3  1  3  1  3  1  3  -0.95154377E-04  -0.95154377E-04  -0.30177234E-08  -0.30177234E-08  -0.19031479E-03
 8  8  7  8  1  1  1  1  3  3  3  3  3 -1  3 -1  -0.14072534E-02  -0.48927027E-03  -0.18274033E-08   0.16306558E-09  -0.18965253E-02
 8  8  7  8  1  1  1  1  3  3  3  3  3 -1  1  1   0.00000000E+00   0.00000000E+00   0.42202072E-08  -0.42202072E-08  -0.12924697E-25
 8  8  7  8  1  1  1  1  3  3  3  3 -1  3 -1  3  -0.14072534E-02  -0.48927027E-03  -0.18274033E-08   0.16306558E-09  -0.18965253E-02
 8  8  7  8  1  1  1  1  3  3  3  3  3  1  3  1  -0.14072534E-02  -0.48927027E-03   0.18274033E-08  -0.34917411E-08  -0.18965253E-02
 8  8  7  8  1  1  1  1  3  3  3  3  1  3  1  3  -0.14072534E-02  -0.48927027E-03   0.18274033E-08  -0.34917411E-08  -0.18965253E-02
 7  8  7  7  1  1  1  1  1  3  3  3  1 -1  3 -3  -0.10041996E-02   0.20083991E-02   0.33781282E-07   0.71478697E-08   0.10042405E-02
 7  8  7  7  1  1  1  1  1  3  3  3 -1  1  3 -3   0.20083991E-02  -0.10041996E-02   0.71478697E-08   0.33781282E-07   0.10042405E-02
 8  8  8  8  1  1  1  1  3  3  1  3 -1  3 -1  3   0.17156866E-02  -0.34313733E-02  -0.71945474E-08   0.00000000E+00  -0.17156938E-02
 8  8  8  8  1  1  1  1  3  3  1  3  3 -1  1  1   0.00000000E+00   0.29716564E-02   0.83075478E-08   0.41537739E-08   0.29716689E-02
 8  8  8  8  1  1  1  1  3  3  1  3  1  3  1  3  -0.17156866E-02  -0.17156866E-02  -0.71945474E-08  -0.71945474E-08  -0.34313877E-02
 8  8  8  8  1  1  1  1  3  3  3  3  3 -1  3 -1   0.86807701E-01  -0.44363867E-02   0.13428408E-07   0.11846195E-07   0.82371340E-01
 8  8  8  8  1  1  1  1  3  3  3  3  3  1  3  1   0.86807701E-01  -0.44363867E-02  -0.13428408E-07   0.38703010E-07   0.82371340E-01
 8  8  7  7  1  1  1  1  3  3  1  1  3 -3  1 -1   0.15243617E-03   0.60974468E-03   0.59056500E-08   0.64736922E-08   0.76219323E-03
 8  8  7  7  1  1  1  1  3  3  1  1  1 -1  1 -1  -0.30487234E-03  -0.45730851E-03  -0.60949974E-08  -0.62843448E-08  -0.76219323E-03
 8  8  7  7  1  1  1  1  3  3  1  3  3 -3  1 -1   0.21093344E-03  -0.42186688E-03  -0.70062290E-08   0.28609562E-09  -0.21094016E-03
 8  8  7  7  1  1  1  1  3  3  1  3  3 -3 -1  1  -0.42186688E-03   0.21093344E-03   0.28609562E-09  -0.70062290E-08  -0.21094016E-03
 8  8  7  7  1  1  1  1  3  3  1  3  1 -1  1 -1  -0.21093344E-03   0.00000000E+00  -0.21446793E-08  -0.45754542E-08  -0.21094016E-03
 8  8  7  7  1  1  1  1  3  3  1  3  1 -1 -1  1   0.00000000E+00  -0.21093344E-03  -0.45754542E-08  -0.21446793E-08  -0.21094016E-03
 8  8  7  7  1  1  1  1  3  3  3  3  3 -3  1 -1  -0.42282482E-03  -0.42282482E-03  -0.30628233E-07  -0.13066199E-07  -0.84569333E-03
 8  8  7  7  1  1  1  1  3  3  3  3  1 -1  1 -1   0.35419285E-02   0.00000000E+00   0.14297523E-07   0.42765717E-07   0.35419856E-02
 8  8  7  8  1  1  1  1  3  3  1  1  3 -1  1  1  -0.46323846E-04   0.46323846E-04  -0.86610658E-09   0.86610658E-09  -0.20496502E-20
 8  8  7  8  1  1  1  1  3  3  1  1  3 -3  1 -1   0.26745085E-04   0.10698034E-03   0.59906676E-10   0.15600473E-08   0.13372704E-03
 8  8  7  8  1  1  1  1  3  3  1  1  3 -3 -1  1  -0.10698034E-03  -0.26745085E-04  -0.15600473E-08  -0.59906676E-10  -0.13372704E-03
 8  8  7  8  1  1  1  1  3  3  1  1  1 -1  1 -1  -0.53490170E-04  -0.80235255E-04  -0.55995354E-09  -0.10600004E-08  -0.13372704E-03
 8  8  7  8  1  1  1  1  3  3  1  1  1 -1 -1  1   0.80235255E-04   0.53490170E-04   0.10600004E-08   0.55995354E-09   0.13372704E-03
 8  8  7  8  1  1  1  1  3  3  3  1  3 -3 -1  1  -0.55750949E-03   0.27875475E-03  -0.42619709E-08  -0.57917227E-09  -0.27875959E-03
 8  8  7  8  1  1  1  1  3  3  3  1  3 -3  1 -1   0.27875475E-03  -0.55750949E-03  -0.57917227E-09  -0.42619709E-08  -0.27875959E-03
 8  8  7  8  1  1  1  1  3  3  3  1  1 -1 -1  1   0.00000000E+00  -0.27875475E-03  -0.18067718E-08  -0.30343714E-08  -0.27875959E-03
 8  8  7  8  1  1  1  1  3  3  3  1  1 -1  1 -1  -0.27875475E-03   0.00000000E+00  -0.30343714E-08  -0.18067718E-08  -0.27875959E-03
 7  8  7  7  1  1  1  1  3  3  1  1  3 -3  1 -1  -0.79649818E-03  -0.31859927E-02  -0.27068161E-07  -0.31008143E-07  -0.39825490E-02
 8  8  7  8  1  1  1  1  3  3  1  3  3 -1  1  1   0.00000000E+00   0.16481222E-03   0.34845669E-08   0.17422834E-08   0.16481744E-03
 8  8  7  8  1  1  1  1  3  3  1  3  3 -3  1 -1  -0.95154377E-04   0.19030875E-03   0.30177234E-08   0.00000000E+00   0.95157395E-04
 7  8  7  7  1  1  1  1  3  3  1  3  3 -3  1 -1  -0.10041996E-02   0.23006165E-02   0.40929151E-07   0.00000000E+00   0.12964579E-02
 8  8  7  8  1  1  1  1  3  3  1  3  3 -3 -1  1   0.19030875E-03  -0.95154377E-04   0.00000000E+00   0.30177234E-08   0.95157395E-04
 7  8  7  7  1  1  1  1  3  3  1  3  3 -3 -1  1   0.20083991E-02  -0.11503083E-02  -0.71478697E-08   0.31980414E-07   0.85811567E-03
 8  8  7  8  1  1  1  1  3  3  1  3  1 -1  1 -1   0.95154377E-04   0.00000000E+00   0.10059078E-08   0.20118156E-08   0.95157395E-04
 8  8  7  8  1  1  1  1  3  3  1  3 -1  1 -1  1  -0.95154377E-04   0.00000000E+00  -0.10059078E-08  -0.20118156E-08  -0.95157395E-04
 7  8  7  7  1  1  1  1  3  3  3  3 -1  1  3 -3  -0.13540916E-02  -0.13540916E-02  -0.39292646E-07  -0.13221469E-06  -0.27083548E-02
 7  8  7  7  1  1  1  1  3  3  3  3  1 -1  3 -3   0.13540916E-02   0.13540916E-02   0.13221469E-06   0.39292646E-07   0.27083548E-02
 8  8  7  8  1  1  1  1  3  3  3  3  3 -3  1 -1  -0.48927027E-03  -0.48927027E-03   0.34917411E-08  -0.16306558E-09  -0.97853722E-03
 8  8  7  8  1  1  1  1  3  3  3  3  3 -3 -1  1   0.48927027E-03   0.48927027E-03   0.16306558E-09  -0.34917411E-08   0.97853722E-03
 8  7  7  7  1  0  1  0  3  1  3  1 -3  1 -3  1  -0.28200341E-01   0.00000000E+00  -0.13599082E-06  -0.67828972E-07  -0.28200545E-01
 8  7  7  7  1  0  1  0  3  1  3  1 -3 -1 -3 -1  -0.28200341E-01   0.57121209E-02   0.13599082E-06  -0.70934758E-06  -0.22488794E-01
 8  7  7  7  1  1  1  1  3  3  3  3 -3  3 -3  3  -0.20131199E-01   0.00000000E+00  -0.17867571E-06  -0.78585292E-07  -0.20131457E-01
 8  8  7  8  1  1  1  1  3  3  3  3 -3  3 -3  3  -0.91798309E-03   0.00000000E+00  -0.53191444E-08   0.32613115E-09  -0.91798808E-03
 7  8  7  7  1  1  1  1  3  3  3  3  3 -3  1 -1   0.13540916E-02   0.13540916E-02   0.13221469E-06   0.39292646E-07   0.27083548E-02
 8  8  7  8  1  1  1  1  3  3  3  3  1 -1  1 -1  -0.91798309E-03   0.00000000E+00  -0.44606886E-09  -0.45469444E-08  -0.91798808E-03
 8  8  7  8  1  1  1  1  3  3  3  3 -1  1 -1  1  -0.91798309E-03   0.00000000E+00  -0.44606886E-09  -0.45469444E-08  -0.91798808E-03
 8  8  7  8  1  1  1  1  3  3  3  3  1 -1 -3  3   0.48927027E-03   0.48927027E-03   0.16306558E-09  -0.34917411E-08   0.97853722E-03
 8  8  8  8  1  1  0  0  3  3  1  1  3 -3  1 -1  -0.39643812E-02   0.00000000E+00  -0.14668007E-06  -0.11459325E-07  -0.39645394E-02
 8  8  8  8  1  1  0  0  3  3  1  1  1 -1  1 -1   0.26429208E-02   0.13214604E-02   0.10160649E-06   0.56532907E-07   0.39645394E-02
 8  8  8  8  1  1  1  1  3  3  1  1  3 -3  1 -1   0.80866169E-03   0.32346467E-02   0.96948192E-08   0.21686957E-07   0.40433398E-02
 8  8  8  8  1  1  1  1  3  3  1  1  1 -1  1 -1  -0.16173234E-02  -0.24259851E-02  -0.13692198E-07  -0.17689578E-07  -0.40433398E-02
 7  8  7  8  1  1  1  1  3  3  1  1  3 -3  1 -1  -0.34855489E-03   0.34073258E-03  -0.23418048E-08  -0.84643768E-08  -0.78331216E-05
 7  8  7  8  1  1  1  1  3  3  1  1  3 -3 -1  1   0.13942196E-02  -0.85183145E-04   0.10373805E-07   0.63427011E-08   0.13090532E-02
 8  8  8  8  1  1  1  1  3  3  1  3  3 -3  1 -1  -0.17156866E-02   0.34313733E-02   0.71945474E-08   0.00000000E+00   0.17156938E-02
 7  8  7  8  1  1  1  1  3  3  3  1  3 -3 -1  1  -0.17199961E-02   0.98167503E-04   0.00000000E+00  -0.23063093E-07  -0.16218517E-02
 8  8  8  8  1  1  1  1  3  3  1  3  3 -3 -1  1   0.34313733E-02  -0.17156866E-02   0.00000000E+00   0.71945474E-08   0.17156938E-02
 7  8  7  8  1  1  1  1  3  3  3  1  3 -3  1 -1   0.85999805E-03  -0.19633501E-03   0.61256476E-08   0.16655461E-07   0.66368583E-03
 8  8  8  8  1  1  1  1  3  3  1  3  1 -1  1 -1   0.17156866E-02   0.00000000E+00   0.23981825E-08   0.47963650E-08   0.17156938E-02
 8  8  8  8  1  1  1  1  3  3  1  3 -1  1 -1  1  -0.17156866E-02   0.00000000E+00  -0.23981825E-08  -0.47963650E-08  -0.17156938E-02
 7  8  7  8  1  1  1  1  3  3  1  3  3 -3  1 -1   0.82012509E-03  -0.42186688E-03  -0.18346508E-07  -0.28609562E-09   0.39823958E-03
 7  8  7  8  1  1  1  1  3  3  1  3  3 -3 -1  1  -0.16402502E-02   0.21093344E-03   0.00000000E+00  -0.67201334E-08  -0.14293235E-02
 7  8  7  8  1  1  1  1  3  3  3  3 -1  1  3 -3   0.18870080E-02   0.42282482E-03   0.96747448E-08   0.23845507E-07   0.23098663E-02
 7  8  7  8  1  1  1  1  3  3  3  3  1 -1  3 -3  -0.18870080E-02  -0.42282482E-03  -0.64191827E-07  -0.62834726E-08  -0.23099033E-02
 7  8  7  8  1  1  1  1  3  3  3  3  3 -3 -1  1   0.18870080E-02   0.42282482E-03   0.96747448E-08   0.23845507E-07   0.23098663E-02
 7  8  7  8  1  1  1  1  3  3  3  3  3 -3  1 -1  -0.18870080E-02  -0.42282482E-03  -0.64191827E-07  -0.62834726E-08  -0.23099033E-02
 7  8  7  8  0  1  0  1  1  3  1  3  1 -3  1 -3   0.10764232E+00   0.00000000E+00   0.53178515E-07   0.12476110E-07   0.10764239E+00
 7  8  7  8  0  1  0  1  1  3  1  3 -1 -3 -1 -3   0.10764232E+00  -0.99705289E-03  -0.53178515E-07   0.99850261E-07   0.10664532E+00
 7  8  7  8  1  1  1  1  3  3  3  3  3 -3  3 -3   0.10670204E+00   0.00000000E+00   0.91450368E-07   0.19349672E-07   0.10670215E+00
 8  8  8  8  1  1  1  1  3  3  3  3  3 -3  3 -3   0.91244088E-01   0.00000000E+00   0.52131418E-07   0.23692389E-07   0.91244164E-01
 8  8  8  8  1  1  1  1  3  3  3  3  3 -3  1 -1  -0.44363867E-02  -0.44363867E-02  -0.38703010E-07  -0.11846195E-07  -0.88728240E-02
 8  8  8  8  1  1  1  1  3  3  3  3  1 -1  3 -3  -0.44363867E-02  -0.44363867E-02  -0.38703010E-07  -0.11846195E-07  -0.88728240E-02
 8  8  8  8  1  1  1  1  3  3  3  3  1 -1  1 -1   0.91244088E-01   0.00000000E+00   0.16322331E-07   0.59501477E-07   0.91244164E-01
 8  8  7  7  0  1  0  1  1  1  1  3  1  1 -1  3   0.00000000E+00   0.31353635E-03  -0.22149628E-07   0.31186130E-06   0.31382606E-03
